koi_fpflag_co,koi_time0,koi_impact,koi_duration,koi_depth,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_ldm_coeff2,koi_model_snr,koi_count,koi_tce_plnt_num,koi_smet,ra,dec,koi_fwm_sdec,koi_fwm_srao,koi_fittype_ls,koi_fittype_lsmcmc,koi_fittype_mcmc,koi_disposition
0.0,2454964.801,0.938,1.1366,61.0,0.30427,2.24,0.0165,61.66,3186.0,24240.83,1.977,0.2949,20.9,1.0,1.0,-0.26,283.76407,42.222172,42.22201,-0.16,0.0,1.0,0.0,0
0.0,2455002.262,0.48037294117647067,18.11,42187.14588235294,0.00107,12.506470588235294,0.35771176470588234,89.48870588235295,425.1411764705882,11.37,79.65075764705884,0.24629058823529415,342.61529411764695,1.0,1.0,-0.07494117647058823,297.25598,47.550491,47.55056,-0.03,0.0,0.0,0.0,1
0.0,2455143.25,1.2682,31.46,877.0,0.00113,28.39,0.6297,84.22,302.0,1.96,12.72,0.2773,19.9,1.0,1.3647058823529412,-0.14,289.61908,41.927189,43.97265088235294,-4.528,0.0,0.0,1.0,1
1.0,2454964.874,0.715,3.377,93.2,0.1088,0.9,0.0178,64.37,1818.0,2579.83,1.652,0.2916,23.4,1.0,1.0,-0.24,298.86102,43.417679,43.41775,2.66,0.0,1.0,0.0,1
1.0,2454964.611,0.693,3.085,146.0,0.1417,1.41,0.0127,55.94,2478.0,8838.66,1.237,0.2868,41.1,1.0,1.0,0.04,294.29196,38.138771,38.13861,6.2,0.0,1.0,0.0,1
0.0,2454983.679,0.476,3.979,141.7,3.02114,0.63,0.1596,89.5,378.0,4.84,54.5,0.2745,10.9,3.0,2.0,-1.42,288.45605,45.80212,45.80195,-0.99,0.0,1.0,0.0,0
0.0,2454966.722,0.309,1.9464,90.7,3.55885,0.8,0.0419,88.66,1019.0,254.49,13.22,0.1496,18.4,2.0,1.0,0.08,286.81937,46.91169,46.91187,0.55,0.0,1.0,0.0,0
0.0,2455041.792,0.096,6.479,647.5,4.0876,2.57,0.4679,89.96,350.0,3.56,149.9,0.186,17.1,1.0,1.0,0.18,287.47122,46.080662,46.08061,-0.42,0.0,1.0,0.0,0
0.0,2454965.167,1.226,4.556,877.1,0.06619,15.72,0.0136,18.52,1192.0,477.45,1.293,0.1496,246.0,1.0,2.0,-0.54,294.53149,43.398659,43.62016938,-0.17156470588235304,0.0,1.0,0.0,1
1.0,2454964.955,1.224,3.1225,515.0,0.11085,23.2,0.0136,17.01,2126.0,4834.45,1.28,0.2979,72.2,1.0,1.0,-0.42,299.07944,40.825642,43.61061349764706,-0.21003529411764696,0.0,1.0,0.0,1
0.0,2454981.539,1.7475,21.22,383.7,0.00396,60.3,0.9173,86.52,216.0,0.52,30.1,0.2647,10.0,1.0,1.1058823529411765,-0.48,292.16028,47.166649,44.32358860941177,0.025611764705882355,0.0,0.0,1.0,1
0.0,2454965.365,0.45,3.043,41.4,0.48329,1.02,0.0306,84.74,1841.0,2708.61,4.91,0.2993,21.5,1.0,1.0,-0.76,291.9632,43.88166,43.88148,1.62,0.0,1.0,0.0,1
1.0,2454965.428,0.577,6.519,169.8,0.05203,1.28,0.0375,77.48,1358.0,803.03,2.66,0.3032,26.9,1.0,1.0,-0.24,291.22729,50.921791,50.92226,-0.8,0.0,1.0,0.0,1
0.0,2454968.993,0.0406,19.85,395.3,0.41216,3.45,0.9628,89.95,305.0,2.05,142.2,0.1799,13.9,1.0,1.1058823529411765,-0.08,292.27005,47.307362,44.1417476682353,-0.014623529411764764,0.0,0.0,1.0,1
1.0,2454965.092,0.401,2.594,122.4,0.39547,1.1,0.0185,81.18,1963.0,3514.31,2.615,0.3058,24.3,1.0,1.0,-0.3,287.47369,42.00375,42.00278,-2.9,0.0,1.0,0.0,1
0.0,2454966.009,0.982,5.33,241.5,0.00776,2.43,0.0523,60.84,1248.0,574.11,2.016,0.2965,33.8,1.0,1.0,-0.32,300.61877,44.594391,44.59437,2.5,0.0,1.0,0.0,1
0.0,2455046.404,0.023,9.581,759.2,2.21504,2.68,0.6687,89.99,286.0,1.59,175.5,0.186,16.1,3.0,1.0,0.16,286.05243,39.09605,39.09618,-0.06,0.0,1.0,0.0,0
1.0,2455028.91,0.974,15.97,819.7,0.01172,3.55,0.4782,87.35,338.0,3.08,21.1,0.2622,19.9,2.0,1.0,-0.04,296.49731,40.765629,40.77116,-25.79,0.0,1.0,0.0,1
1.0,2454974.846,0.056,6.5533,54.5,0.37907,0.8,0.1097,89.78,864.0,131.73,14.568675,0.3029,11.0,1.0,1.0,0.0,297.60681,40.656479,40.65674,2.13,1.0,0.0,0.0,1
1.0,2454964.739,0.266,1.519,80.1,1.92958,0.9,0.0171,86.34,1941.0,3367.24,4.17,0.2676,8.8,1.0,1.0,-0.06,299.12286,40.489071,40.49048,-0.9,0.0,1.0,0.0,1
0.0,2454965.121,1.271,2.695,3426.3,0.11186,36.84,0.018,41.73,1884.0,2978.16,1.704,0.2676,189.0,1.0,2.0,-0.1,298.91278,40.110851,43.62016938,-0.17156470588235292,0.0,1.0,0.0,1
1.0,2454965.0,0.723,1.787,127.6,0.84225,1.08,0.0237,81.2,1520.0,1267.95,4.73,0.2865,7.0,1.0,1.0,-0.52,286.99091,38.916222,38.91647,-1.58,0.0,1.0,0.0,1
0.0,2455048.52,0.046,8.029,878.1,1.77604,1.61,0.3548,89.97,229.0,0.65,98.64,0.1171,24.1,1.0,1.0,-0.3,285.34995,41.452209,41.45241,-0.96,0.0,1.0,0.0,0
1.0,2454965.11,0.042,1.488,30.0,2.45176,0.88,0.0203,89.49,2383.0,7600.86,4.81,0.2845,11.2,1.0,1.0,0.28,298.38754,44.151962,44.14953,-11.01,0.0,1.0,0.0,1
0.0,2454964.56,1.106,1.7976,92.0,0.10289,32.19,0.0141,17.88,3195.0,24545.75,1.162,0.2477,41.1,1.0,1.0,-0.1,291.69067,41.332878,41.33305,3.28,0.0,1.0,0.0,1
1.0,2454967.164,0.71,4.39,99.6,0.11837,0.78,0.0378,79.3,1019.0,255.16,3.83,0.2175,18.2,1.0,1.0,-0.28,298.57779,40.681438,40.67817,-6.41,0.0,1.0,0.0,1
0.0,2455012.099,0.712,7.509,859.3,0.50914,3.05,0.2965,89.13,454.0,10.05,47.1,0.2676,45.0,6.0,2.0,-0.12,289.78052,49.89653,49.896613,0.47,0.0,1.0,0.0,0
0.0,2455012.498,0.791,8.279,366.4,0.28658,4.21,0.355,88.95,575.0,25.83,43.0,0.2329,29.5,2.0,2.0,0.1,291.88004,45.387932,45.38789,-0.23,0.0,1.0,0.0,0
0.0,2454992.431,0.3698,15.16,1022.0,0.77213,2.34,0.9229,89.95,200.0,0.38,174.3,0.1683,12.2,1.0,1.2352941176470589,-0.08,291.90503,47.094929,43.76920195058824,0.22231764705882356,0.0,0.0,1.0,1
0.0,2454964.796,0.822,1.643,246.0,0.34901,1.93,0.0142,62.98,2380.0,7612.11,1.81,0.3022,52.6,1.0,1.0,0.21,293.18408,42.528019,42.52788,-0.54,0.0,1.0,0.0,1
1.0,2454976.814,0.591,4.966,238.5,0.59544,3.64,0.1414,88.26,1194.0,480.12,19.5,0.3218,13.0,1.0,1.0,0.04,292.38293,38.40057,38.40041,-4.44,0.0,1.0,0.0,1
0.0,2454964.906,0.94,3.0293,5133.6,0.12917,7.54,0.0116,40.97,1781.0,2371.49,1.2442,0.1611,286.2,1.0,2.0,-0.12,296.34622,50.390789,50.3909441,0.287,0.0,1.0,0.0,1
1.0,2454965.058,0.746,4.521,130.3,0.05772,1.23,0.0243,64.88,1719.0,2062.92,1.756,0.2868,25.5,1.0,1.0,-0.04,295.16696,46.754341,46.75429,0.86,0.0,1.0,0.0,1
0.0,2455105.796,0.066,11.166,754.9,1.46229,3.71,0.7681,89.98,348.0,3.48,157.86,0.2845,18.6,1.0,1.0,0.3,287.76456,38.294701,38.29489,0.6,0.0,1.0,0.0,0
0.0,2454966.922,0.817,5.43,449.1,0.29952,2.74,0.1772,87.79,722.0,64.25,21.2,0.3138,19.5,1.0,1.0,0.07,295.78552,39.907921,39.90754,0.09,0.0,1.0,0.0,0
0.0,2454965.31,0.937,5.389,31.5,0.0146,0.71,0.0479,66.9,1136.0,394.08,2.39,0.2434,8.8,1.0,1.0,-0.2,287.45532,38.23959,38.24009,1.7,0.0,1.0,0.0,1
1.0,2454964.808,1.225,1.7973,193.6,0.14186,33.97,0.0135,18.42,2870.0,16161.27,1.291,0.3124,38.3,1.0,1.0,-0.32,299.75021,44.561981,44.56294,5.46,0.0,1.0,0.0,1
1.0,2454965.218,0.65,2.657,172.0,0.23504,1.19,0.0179,72.42,1764.0,2296.25,2.151,0.2676,16.1,1.0,1.0,-0.12,298.90012,40.303589,40.30129,8.9,0.0,1.0,0.0,1
1.0,2454965.75,0.856,2.693,150.8,0.48746,1.1,0.0684,85.48,817.0,105.1,10.86,0.2434,9.4,1.0,1.0,-0.24,290.0831,38.398472,38.39923,-0.3,0.0,1.0,0.0,1
1.0,2455174.262,0.79,8.1,1977.0,0.60544,4.44,0.4772,89.41,350.0,3.53,76.8,0.2602,31.1,1.0,1.0,0.07,291.58517,42.367229,42.36839,-4.4,0.0,1.0,0.0,1
0.0,2454967.444,0.094,4.473,79.6,0.34444,57.36,0.0521,89.12,6119.0,331478.01,6.15,-0.0576,8.9,1.0,1.0,-0.16,300.60422,43.902946,43.90307,1.12,0.0,1.0,0.0,1
1.0,2454964.836,0.532,2.577,52.9,0.37537,0.77,0.0216,79.41,1903.0,3093.39,2.9,0.302,15.5,1.0,1.0,-0.14,289.17761,41.695171,41.69614,-2.6,0.0,1.0,0.0,1
1.0,2454965.453,0.08,3.5415,181.3,1.34396,1.21,0.0694,89.69,906.0,159.51,14.972746,0.2622,3.4,1.0,1.0,-0.02,300.4068,46.378941,46.37601,36.57,1.0,0.0,0.0,1
0.0,2454965.165,0.592,1.6023,73.7,1.14789,0.79,0.018,81.16,1609.0,1591.27,3.86,0.1914,16.7,1.0,1.0,0.12,292.28659,42.07246,42.0727,0.4,0.0,1.0,0.0,0
0.0,2454966.988,0.287,1.723,81.5,4.53071,0.9,0.0397,88.74,1269.0,614.2,13.01,0.2676,15.8,1.0,1.0,-0.14,292.78461,43.215981,43.21607,0.68,0.0,1.0,0.0,0
1.0,2454964.861,0.394,0.97,51.2,9.70691,5.27,0.0307,87.63,4465.0,93976.84,9.51,0.3154,6.4,1.0,1.0,-0.5,299.42017,40.73838,40.73555,10.0,0.0,1.0,0.0,1
1.0,2454964.985,0.036,0.801,172.0,11.0812,1.48,0.0148,89.67,2358.0,7305.66,6.238,0.302,40.3,1.0,1.0,-0.1,292.88342,38.074951,38.07264,6.01,0.0,1.0,0.0,1
1.0,2454964.5,1.192,5.053,275.4,0.06311,168.34,0.022,11.73,5366.0,195250.9,1.217,0.3217,78.0,1.0,1.0,0.07,294.08896,39.128101,43.62016938,-0.17156470588235298,0.0,1.0,0.0,1
1.0,2454964.924,0.544,2.1885,44.7,0.46027,0.9,0.0165,77.71,2208.0,5583.73,2.554,0.2472,30.6,1.0,1.0,-0.18,293.8067,44.867352,43.336844356470586,204.96,0.0,1.0,0.0,1
0.0,2454964.59,1.282,2.8244,8324.1,0.20321,4.96,0.0065,36.86,497.0,14.29,1.603,0.366,259.3,1.0,2.0,0.0,290.47928,43.505268,43.603765803529406,-0.18280000000000007,0.0,1.0,0.0,1
0.0,2454965.137,1.07,7.284,422.7,0.01561,125.56,0.0357,18.38,5471.0,211468.1,1.127,0.3336,78.4,1.0,2.0,0.07,296.61078,49.567039,49.566861,-0.31,0.0,1.0,0.0,1
0.0,2454965.455,0.137,1.63,97.5,2.00283,0.85,0.0194,88.34,1682.0,1893.23,4.747,0.2676,15.0,1.0,1.0,-0.08,296.92361,43.566471,43.56648,-0.95,0.0,1.0,0.0,0
1.0,2454991.932,1.187,18.84,256.3,0.00045,20.79,0.2326,70.6,542.0,20.4,3.57,0.2979,21.2,1.0,1.0,-0.6,295.93921,44.837379,44.83865,-8.01,0.0,1.0,0.0,1
1.0,2454965.341,1.2,3.926,352.5,0.04255,21.96,0.019,18.9,1870.0,2885.01,1.268,0.2965,42.6,1.0,1.0,-0.26,290.72519,48.210411,48.20931,-2.3,0.0,1.0,0.0,1
1.0,2454965.015,0.291,1.8599,141.7,1.33683,1.28,0.0218,86.18,1914.0,3167.63,4.376379,0.3024,1.8,1.0,1.0,0.07,287.95279,46.33176,46.33207,1.38,1.0,0.0,0.0,1
0.0,2454965.62,0.8417541176470588,2.53,38503.09764705883,1.9195061176470587,36.640352941176474,0.021784705882352942,62.5864705882353,1945.2470588235294,6842.121647058824,3.9446346941176462,0.26749529411764705,296.13764705882346,2.0,1.0,-0.21505882352941177,287.80408,43.168961,43.16672,-11.62,0.0,0.0,0.0,1
0.0,2454967.519,1.235,22.321,839.6,0.00095,22.2,0.0694,31.3,822.0,107.76,1.446,0.2665,55.9,2.0,1.0,-0.64,300.18863,46.185768,46.185896,0.37,0.0,1.0,0.0,1
1.0,2454965.225,0.86,2.367,87.3,0.13165,1.27,0.0169,56.3,2311.0,6730.38,1.549,0.3024,15.8,1.0,1.0,0.14,289.80322,38.366692,38.36637,-2.01,0.0,1.0,0.0,1
0.0,2454967.224,0.374,2.566,60.9,1.62159,0.83,0.0479,88.05,1160.0,427.07,11.02,0.2291,20.4,5.0,1.0,0.12,285.72849,42.65453,42.65454,-0.75,0.0,1.0,0.0,0
0.0,2454965.862,0.017,2.521,44.3,1.55876,0.7,0.0389,89.89,1287.0,647.55,8.83,0.2291,17.3,5.0,4.0,0.12,285.72849,42.65453,42.65475,-0.68,0.0,1.0,0.0,0
1.0,2454964.902,1.158,1.135,607.2,0.17492,37.93,0.0193,56.3,2558.0,10148.8,2.09,0.2946,17.3,1.0,1.0,-0.52,285.5921,39.206268,43.62016938,-0.1715647058823529,0.0,1.0,0.0,1
1.0,2454965.708,0.198,4.415,105.8,0.18915,0.93,0.0293,86.55,1312.0,698.9,3.295,0.1828,20.8,1.0,1.0,0.4,290.31589,37.977779,37.97693,0.68,0.0,1.0,0.0,1
0.0,2455050.357,0.04,9.568,951.4,1.92603,2.41,0.6045,89.98,268.0,1.21,151.5,0.1959,21.0,2.0,1.0,0.0,291.67682,38.874908,38.87539,-0.4,0.0,1.0,0.0,0
0.0,2455036.131,0.1658,10.53,1062.0,2.97221,2.82,1.0394,89.95,232.0,0.68,289.3,0.2662,14.5,1.0,1.2705882352941176,-0.06,286.58932,44.5247,43.60841824470589,0.2977294117647058,0.0,0.0,1.0,1
0.0,2454971.248,0.906,3.73,213.7,0.1128,6.14,0.0867,82.12,1774.0,2341.58,6.61,0.3111,18.6,2.0,1.0,0.28,297.1243,47.037022,47.036994,0.29,0.0,1.0,0.0,0
1.0,2454969.472,1.227,4.822,24048.0,0.28836,47.94,0.0837,83.34,881.0,142.58,10.58,0.2622,26.0,1.0,1.0,0.0,294.46231,38.381912,38.3825365,-1.9725,0.0,1.0,0.0,1
0.0,2455044.44,0.083,6.582,614.4,5.27578,1.69,0.5459,89.98,241.0,0.8,199.6,0.1082,15.3,1.0,1.0,0.0,297.285,49.21246,49.21257,0.51,0.0,1.0,0.0,0
0.0,2454996.56,0.317,7.948,321.8,1.02857,1.71,0.3031,89.71,443.0,9.09,63.1,0.2787,27.3,3.0,2.0,-0.36,292.32645,38.657581,38.65768,-1.08,0.0,1.0,0.0,0
1.0,2454966.272,0.615,5.115,106.5,0.07943,1.06,0.0326,76.79,1473.0,1114.9,2.69,0.2916,22.6,1.0,1.0,-0.24,297.81674,43.440411,43.44137,-2.58,0.0,1.0,0.0,1
1.0,2454965.103,1.196,6.347,414.5,0.06861,15.38,0.0139,11.64,1587.0,1501.41,1.221,0.2337,90.8,1.0,1.0,-0.66,284.74942,48.558128,43.62016938,-0.17156470588235295,0.0,1.0,0.0,1
1.0,2455140.271,0.235,15.76,733.7,0.78305,2.4,1.006,89.95,237.0,0.75,177.1,0.258,18.2,1.0,1.223529411764706,0.07,290.60129,41.26902,43.66337984470588,0.3123176470588235,0.0,0.0,1.0,1
1.0,2454965.047,0.559,4.701,162.3,0.08191,0.81,0.0201,73.54,1262.0,602.26,1.974,0.2787,20.7,1.0,1.0,-1.0,295.10251,46.732922,46.73226,-0.86,0.0,1.0,0.0,1
1.0,2454974.501,0.982,24.83,93.6,0.00031,2.19,0.0988,43.89,1006.0,242.04,1.363,0.265,34.4,1.0,1.0,-0.58,297.75125,40.647388,40.64732,-2.11,0.0,1.0,0.0,1
1.0,2454965.114,0.38,2.252,136.8,0.87161,1.24,0.0252,85.11,1783.0,2378.53,4.46,0.302,20.4,1.0,1.0,-0.14,295.64212,48.773071,48.79326,37.0,0.0,1.0,0.0,1
1.0,2454965.163,1.187,3.092,486.0,0.08242,19.06,0.0147,19.79,1844.0,2737.73,1.261,0.2396,12.0,1.0,1.0,-0.08,285.81662,49.352699,43.62016938,-0.17156470588235287,0.0,1.0,0.0,1
0.0,2454964.578,0.608,1.326,495.6,1.56045,6.73,0.0198,80.03,4699.0,114645.28,3.51,0.2823,14.8,1.0,1.0,-0.32,291.55807,38.546219,38.54613,2.46,0.0,1.0,0.0,1
0.0,2454964.495,1.149,14.55,1582.0,0.01114,34.69,0.0299,5.58,2202.0,5539.33,1.154,0.3189,253.1,1.0,1.0,-0.1,295.31842,40.208961,40.2092,3.62,0.0,1.0,0.0,1
1.0,2454965.663,0.439,4.374,202.3,0.15658,0.9,0.0255,81.85,983.0,221.36,3.09,0.0833,17.6,1.0,1.0,-0.32,290.33362,37.911171,37.91048,-1.7,0.0,1.0,0.0,1
0.0,2455305.043,0.41,2.239,1440.0,319.28052,4.5,1.313,89.99,265.0,1.17,1603.0,0.3138,7.4,1.0,1.0,0.07,291.51395,38.365471,38.36388,3.3,0.0,1.0,0.0,1
1.0,2454965.897,0.471,2.088,60.5,1.61063,2.6,0.0413,86.61,2544.0,9880.82,7.96,0.312,14.9,1.0,1.0,-0.22,292.92432,38.44228,38.43938,43.84,0.0,1.0,0.0,1
0.0,2455248.314,0.317,11.461,496.5,1.83744,2.37,1.0201,89.92,285.0,1.56,232.2,0.3032,12.9,1.0,1.0,-0.24,291.56772,38.267109,38.26722,-0.1,0.0,1.0,0.0,1
0.0,2454964.805,1.198,5.06,388.3,0.04096,27.05,0.0189,15.52,2200.0,5547.35,1.243,0.3071,23.0,1.0,1.0,-0.4,298.67731,41.640282,41.64046,-1.41,0.0,1.0,0.0,1
0.0,2454964.817,0.719,3.361,92.2,0.15508,1.19,0.0276,75.67,1678.0,1869.82,2.9,0.2711,30.2,1.0,1.0,-0.18,295.5571,40.321209,40.32151,-0.54,0.0,1.0,0.0,1
1.0,2454965.689,0.677,5.415,67.9,0.05255,0.81,0.0279,71.65,1671.0,1839.74,2.15,0.3,24.8,1.0,1.0,-1.52,290.29932,37.908932,37.90941,-1.66,0.0,1.0,0.0,1
1.0,2454969.653,1.185,3.376,508.6,0.02866,20.38,0.0818,75.83,857.0,127.5,4.84,0.2916,22.6,2.0,1.0,-0.16,289.71487,39.283871,39.28383,2.16,0.0,1.0,0.0,1
0.0,2454982.064,0.907,6.654,242.6,0.08382,2.25,0.1982,86.73,660.0,44.79,15.89,0.2826,16.6,3.0,2.0,0.16,291.2562,49.258949,49.25878,0.77,0.0,1.0,0.0,0
0.0,2454965.656,0.617,9.625,45.5,0.01619,2.39,0.032,58.72,3562.0,38048.23,1.187,0.2973,59.6,1.0,1.0,0.07,294.20068,46.327221,46.32709,-0.44,0.0,1.0,0.0,1
0.0,2454969.874,0.163,4.326,186.7,1.03249,1.32,0.0871,89.47,838.0,116.43,17.51,0.2676,18.8,6.0,6.0,-0.12,289.78052,49.89653,49.89622,-0.44,0.0,1.0,0.0,0
0.0,2454964.828,0.622,2.587,52.6,0.26718,1.77,0.0198,74.21,2795.0,14485.22,2.284,0.2736,20.3,1.0,1.0,-0.18,291.71054,38.96273,38.96355,1.7,0.0,1.0,0.0,1
0.0,2454973.165,0.112,6.154,184.6,0.35078,1.47,0.0914,89.46,946.0,189.14,11.85,0.3029,26.7,3.0,2.0,-0.04,286.97128,44.708302,44.7084,-0.21,0.0,1.0,0.0,0
0.0,2454964.806,0.969,5.8101,4774.7,0.02853,10.75,0.0225,42.62,1699.0,1973.12,1.317,0.2622,112.7,1.0,1.0,0.0,290.29623,47.990364,47.98937,1.17,0.0,1.0,0.0,1
1.0,2454964.812,0.464,3.044,119.8,0.20711,0.91,0.0153,75.4,1763.0,2287.46,1.841,0.2434,18.1,1.0,1.0,-0.18,284.34839,40.72826,40.72816,7.5,0.0,1.0,0.0,1
0.0,2454966.078,0.508,6.415,208.4,0.10174,1.13,0.0511,83.95,902.0,156.74,4.82,0.2043,42.6,1.0,1.0,-0.1,291.1781,47.322941,47.32276,-1.18,0.0,1.0,0.0,1
1.0,2454965.444,1.261,1.6381,2381.2,0.20792,30.48,0.0183,56.15,1653.0,1769.2,2.26,0.2521,117.8,1.0,1.0,-0.26,297.58023,39.702702,39.703541,2.52,0.0,1.0,0.0,1
0.0,2455069.454,0.957,21.877,1414.1,0.02295,3.62,0.9018,89.0,183.0,0.27,54.8,0.1142,13.7,1.0,1.0,-0.08,294.78763,43.739021,43.73973,2.4,0.0,1.0,0.0,1
0.0,2455071.768,0.028,6.853,1138.0,4.68026,2.75,0.5442,89.99,274.0,1.34,187.9,0.1451,21.0,1.0,1.0,0.18,298.89877,47.463089,47.46351,1.08,0.0,1.0,0.0,0
1.0,2454965.305,0.974,6.258,319.5,0.01928,1.91,0.0201,25.23,1649.0,1746.73,1.077,0.2979,69.2,1.0,1.0,-0.5,292.93121,45.40427,45.28819,-7.0,0.0,1.0,0.0,1
0.0,2454999.341,0.057,3.83,238.8,17.40561,6.88,0.5343,89.99,676.0,49.4,225.6,0.2249,9.9,1.0,1.0,-0.32,292.03525,38.945911,38.94605,0.49,0.0,1.0,0.0,1
0.0,2455152.73,0.633,7.955,1027.7,1.78374,3.24,0.6314,89.77,288.0,1.63,154.7,0.186,18.0,1.0,1.0,0.18,286.57617,41.741459,41.74152,-0.91,0.0,1.0,0.0,0
1.0,2454964.534,0.168,4.788,115.3,0.09844,0.77,0.0184,84.72,1385.0,870.17,1.8263,0.1646,14.4,1.0,1.0,-0.22,299.0473,46.68557,46.68564,3.8,0.0,1.0,0.0,1
1.0,2454966.834,0.2234,2.713,146.6,0.99681,1.17,0.0327,88.24,1378.0,852.0,6.78,0.2804,10.7,1.0,1.0,-0.48,297.35278,40.958141,40.96454,15.85,0.0,0.0,1.0,1
0.0,2455034.805,0.754,8.931,640.7,0.67276,2.21,0.5608,89.57,273.0,1.31,100.6,0.1959,24.5,1.0,1.0,0.0,286.60889,41.889339,41.88951,-0.73,0.0,1.0,0.0,0
1.0,2454965.217,0.415,2.206,29.6,0.49835,0.88,0.0175,80.1,2711.0,12770.31,2.414,0.3168,7.5,1.0,1.0,0.12,289.76492,38.38345,38.38293,-0.15,0.0,1.0,0.0,1
0.0,2454967.662,0.954,4.919,139.2,0.02164,1.83,0.0739,75.35,1081.0,322.19,3.77,0.2826,17.0,3.0,3.0,0.16,291.2562,49.258949,49.25898,0.76,0.0,1.0,0.0,0
1.0,2454965.301,0.715,6.24,133.9,0.03244,2.86,0.0238,56.15,2820.0,14894.75,1.2842,0.31,36.8,1.0,1.0,-0.2,295.60934,45.484451,45.48527,1.64,0.0,1.0,0.0,1
0.0,2454968.884,0.353,4.459,209.9,0.66331,1.45,0.0805,88.47,959.0,199.74,13.21,0.3032,16.5,1.0,1.0,-0.2,287.63547,45.716061,45.71575,0.8,0.0,1.0,0.0,0
0.0,2454972.734,0.249,2.019,368.6,8.69135,1.67,0.0829,89.57,797.0,95.25,32.96,0.2291,11.1,1.0,1.0,0.12,288.397,40.213188,40.21314,-0.91,0.0,1.0,0.0,0
1.0,2455060.305,1.017,10.424,618.1,0.02548,6.64,0.5141,88.07,380.0,4.95,30.2,0.2979,17.4,1.0,1.0,-0.44,295.53394,39.762249,39.76502,2.05,0.0,1.0,0.0,1
1.0,2454965.057,0.043,3.1886,110.1,2.43021,4.35,0.1058,89.89,1848.0,2754.19,21.975783,0.3226,7.1,1.0,1.0,-0.06,294.09555,38.885059,38.88097,-22.52,1.0,0.0,0.0,1
0.0,2454966.076,0.657,3.876,181.9,0.13948,1.04,0.0277,77.19,1236.0,553.59,2.96,0.2521,23.9,1.0,1.0,-0.38,297.34418,39.88501,39.88481,-0.06,0.0,1.0,0.0,1
1.0,2454965.218,0.634,2.942,160.2,0.19738,1.03,0.0184,72.9,1548.0,1357.43,2.15,0.2396,20.2,1.0,1.0,-0.14,292.79333,45.628262,45.62964,-6.53,0.0,1.0,0.0,1
1.0,2454964.644,0.009,1.514,130.9,2.20445,0.87,0.0159,89.89,1658.0,1782.11,4.403,0.2665,21.1,1.0,1.0,-0.52,298.90161,42.212799,42.21228,-3.62,0.0,1.0,0.0,1
1.0,2454987.874,0.741,12.434,164.1,0.03786,1.53,0.1797,86.16,697.0,55.82,11.05,0.302,16.9,1.0,1.0,-0.1,293.70847,38.958012,38.95933,1.46,0.0,1.0,0.0,1
1.0,2454965.334,0.013,3.006,204.8,0.33439,1.13,0.0175,89.7,1435.0,1006.13,2.522,0.0927,33.0,1.0,1.0,0.46,290.73364,48.207378,48.20739,1.38,0.0,1.0,0.0,1
0.0,2454965.203,0.991,5.658,26.4,0.02296,2.07,0.0239,13.9,3814.0,50168.18,1.021,0.3299,23.0,2.0,1.0,0.07,293.71811,41.430939,41.43093,-0.08,0.0,1.0,0.0,1
1.0,2454964.673,0.017,1.0628,45.0,4.55852,1.12,0.0148,89.78,2913.0,17004.65,4.53,0.3023,24.6,1.0,1.0,-0.2,289.98096,43.299492,43.29791,8.32,0.0,1.0,0.0,1
0.0,2455093.306,3.329324705882354,16.58,10058.957647058822,57.019312,1536.176705882353,0.78816,89.43258823529412,383.2352941176471,52.85011764705882,333.2976,0.25802,106.56823529411764,1.0,1.4823529411764707,-0.17788235294117646,290.6102,41.470402,43.75603363011765,0.03785411764705881,0.0,0.0,0.0,1
0.0,2454967.149,0.7702,7.204,65.8,0.03022,3.87,0.0581,75.63,2111.0,4693.13,3.1,0.2924,23.5,1.0,2.0,-1.02,298.51794,39.924438,39.92443,0.98,0.0,0.0,1.0,1
0.0,2454964.641,0.381,3.103,90.6,2.57563,1.81,0.1074,89.15,1159.0,426.61,25.72,0.303,12.0,1.0,1.0,-0.08,293.58087,40.427471,40.42773,0.68,0.0,1.0,0.0,0
1.0,2454965.741,0.485,2.274,29.1,0.66121,1.17,0.0243,82.78,2491.0,9065.72,3.86,0.2949,15.3,1.0,1.0,-0.3,298.94785,43.539711,43.53691,8.3,0.0,1.0,0.0,1
1.0,2455278.829,0.733,18.15,87.9,0.15249,2.2,0.9789,89.56,382.0,5.01,94.6,0.2713,10.9,1.0,1.0,-0.12,292.85916,38.431931,38.43184,-0.4,0.0,1.0,0.0,1
1.0,2454965.099,0.644,1.098,86.7,3.06973,0.77,0.0177,83.2,1588.0,1505.33,5.44,0.2665,21.4,1.0,1.0,-0.42,289.97617,38.450489,38.4475,8.5,0.0,1.0,0.0,1
1.0,2454964.619,0.547,1.161,51.1,2.32233,0.7,0.0147,81.77,2001.0,3803.56,3.82,0.2622,7.0,1.0,1.0,0.02,291.3591,38.71891,38.72134,-17.44,0.0,1.0,0.0,1
1.0,2454964.605,0.559,2.983,43.6,0.33771,0.56,0.0263,81.39,1426.0,978.84,3.74,0.2865,19.1,1.0,1.0,-0.46,292.74493,41.93486,41.93465,-2.24,0.0,1.0,0.0,1
