koi_fpflag_co,koi_time0,koi_impact,koi_duration,koi_depth,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_ldm_coeff2,koi_model_snr,koi_count,koi_tce_plnt_num,koi_smet,ra,dec,koi_fwm_sdec,koi_fwm_srao,koi_fittype_ls,koi_fittype_lsmcmc,koi_fittype_mcmc,koi_disposition
0.0,2455209.806,0.4170788235294118,11.46,3970.401176470589,24.962535882352938,6.71776470588235,1.03326,89.87117647058824,315.94117647058823,6.401411764705881,358.3138325647059,0.2722811764705882,34.58823529411765,1.0,1.0,-0.18152941176470588,290.19086,38.77953,38.77862,0.6,0.0,0.0,0.0,1
0.0,2455009.167,0.332,20.67,421.9,0.10227,2.21,0.4918,89.55,413.0,6.88,42.62,0.311,14.2,1.0,1.0,-0.22,291.12909,38.740528,38.74107,0.3,0.0,1.0,0.0,1
0.0,2455128.931,0.5712,16.07,283.2,0.72073,1.27,1.2952,89.95,173.0,0.21,239.0,0.2093,8.3,1.0,1.0,-0.22,291.19971,38.71133,38.71155,-0.1,0.0,0.0,1.0,1
0.0,2454972.351,0.5439623529411765,1.55,24997.031764705884,5.203811647058824,15.018117647058823,0.12319882352941178,88.58317647058823,716.7176470588236,81.05952941176471,34.25975667058823,0.2528294117647059,396.9764705882353,1.0,1.0,-0.12788235294117647,297.03891,40.116482,40.11714,2.9,0.0,0.0,0.0,1
0.0,2455016.25,0.3157,12.72,674.6,0.94847,2.1,0.7571,89.95,246.0,0.86,146.5,0.2131,13.2,1.0,1.0,0.07,298.0976,40.14069,40.14077,0.3,0.0,0.0,1.0,1
0.0,2455161.592,0.666,32.21,166.2,0.04495,2.04,1.0929,89.47,303.0,1.98,72.6,0.2638,18.6,1.0,1.0,0.1,298.32886,40.147171,40.14714,1.8,0.0,1.0,0.0,1
0.0,2454995.638,0.5998,4.057,1713.0,3.80355,2.84,0.2288,89.38,342.0,3.22,78.8,0.09,6.6,1.0,1.0,-0.18,284.97217,40.208111,40.20779,-0.5,0.0,0.0,1.0,1
0.0,2455026.446,0.2515,11.43,160.6,1.53641,1.05,0.7687,89.95,265.0,1.16,189.3,0.288,6.7,1.0,1.0,-0.82,289.53738,40.21331,40.21278,-0.8,0.0,0.0,1.0,1
0.0,2455183.852,1.006,8.3881,15350.0,1.15165,37.15,0.8697,89.65,367.0,4.27,165.8,0.2891,202.3,1.0,1.0,0.1,296.1803,41.413071,41.413098,-0.004,0.0,1.0,0.0,1
0.0,2454971.307,0.1158,1.689,119.4,49.81074,1.19,0.1813,89.95,599.0,30.39,127.7,0.2673,6.5,1.0,1.0,-0.13929411764705882,297.17383,41.471107,41.47135,-0.2,0.0,0.0,1.0,1
0.0,2454970.698,1.049,4.0678,80258.0,2.53179,116.14,0.1416,88.27,1106.0,353.47,34.8,0.2998,272.2,1.0,1.0,-0.42,297.67651,41.428589,41.42869697,0.0214,0.0,1.0,0.0,1
0.0,2454984.062,0.3142,8.025,517.9,9.0303,2.6,1.4588,89.95,250.0,0.92,558.0,0.309,11.9,1.0,1.0,-0.18,298.60699,41.446011,41.44619,-0.29,0.0,0.0,1.0,1
0.0,2454968.195,0.028,2.8305,1832.6,3.00576,3.06,0.0643,89.92,794.0,93.79,20.2,0.2665,49.4,1.0,1.0,-0.7,284.05667,41.576729,41.576732,-0.06,0.0,1.0,0.0,0
0.0,2454970.192,0.5298,2.092,463.0,22.2599,1.65,0.1939,89.95,427.0,7.89,116.1,0.1433,5.8,1.0,1.0,-0.08,288.85443,41.574451,41.57402,-1.5,0.0,0.0,1.0,1
0.0,2455034.446,1.679292941176471,3.2,12995.179999999998,43.56162705882353,1306.6237647058826,0.7727917647058824,89.69670588235294,349.47058823529414,6.50635294117647,302.8938813176471,0.2576094117647059,98.4352941176471,1.0,1.0,-0.13741176470588237,291.67603,38.79491,38.79575,-0.4,0.0,0.0,0.0,1
0.0,2455201.42,0.0814,5.351,139.3,22.49468,1.39,1.0824,89.95,286.0,1.59,575.0,0.3029,6.9,1.0,1.0,-0.1,285.8573,38.820068,38.82002,-0.1,0.0,0.0,1.0,1
1.0,2455200.38,0.005,4.742,204.1,20.71074,1.4,0.7799,90.0,291.0,1.69,411.0,0.2622,15.3,1.0,1.0,-0.04,293.65378,38.8339,38.83333,0.44,0.0,1.0,0.0,1
0.0,2455221.206,0.2117,3.759,513.3,61.42824,15.36,1.2871,89.95,519.0,17.15,789.0,0.1922,7.7,1.0,1.0,-0.18,293.66641,40.203629,40.20364,-0.22,0.0,0.0,1.0,1
0.0,2454976.825,1.172,4.13997,40789.0,1.44288,44.01,0.1276,87.76,752.0,75.6,29.97,0.3,488.7,1.0,1.0,-1.56,295.40698,40.242409,40.2423541,-0.273,0.0,1.0,0.0,1
1.0,2454965.276,1.209,2.24,301.0,0.05771,32.86,0.0195,27.87,2307.0,6663.73,1.368,0.3029,7.7,1.0,1.0,-0.04,299.18686,40.205929,40.206345,-1.61,0.0,1.0,0.0,1
0.0,2454964.869,0.514,1.069,68.2,3.14203,124.42,0.0231,82.98,13184.0,7165673.12,4.2,-0.0593,6.2,1.0,1.0,0.07,299.32156,40.265339,40.26532,0.72,0.0,1.0,0.0,1
0.0,2454983.423,0.984,3.6768,5447.0,1.02423,17.47,0.2607,88.8,688.0,53.04,46.8,0.318,52.1,1.0,1.0,-0.2,287.96375,40.310322,40.310298,0.36,0.0,1.0,0.0,1
1.0,2454967.647,0.52,8.552,37.8,0.03517,0.52,0.0455,79.87,1104.0,350.89,2.95,0.2979,14.7,1.0,1.0,-0.4,291.96027,41.578609,41.57926,4.2,0.0,1.0,0.0,1
1.0,2454967.617,0.896,10.57,65.2,0.00519,0.46,0.0371,54.98,591.0,28.81,1.561,0.4064,18.6,1.0,1.0,-0.1,291.96683,41.549751,41.55013,1.22,0.0,1.0,0.0,1
0.0,2454965.426,0.348,2.166,39.7,1.27991,0.65,0.0288,86.69,1577.0,1457.85,6.04,0.2916,12.5,1.0,1.0,-0.2,292.31476,41.582321,41.58207,-1.4,0.0,1.0,0.0,1
0.0,2454973.266,0.5396,2.447,221.4,3.71819,1.02,0.0796,88.81,661.0,45.18,27.3,0.261,7.0,1.0,1.0,-0.74,282.92862,41.606091,41.60568,-2.6,0.0,0.0,1.0,1
0.0,2454966.771,0.676,14.807,34.3,0.00602,0.81,0.0478,65.36,1466.0,1093.71,1.622,0.3023,27.8,1.0,1.0,-0.18,289.39316,41.696701,41.69658,-0.3,0.0,1.0,0.0,1
0.0,2455422.72,0.378,7.788,471.9,4.05503,1.43,0.7279,89.91,207.0,0.44,248.3,0.1731,19.3,5.0,4.0,-0.36,283.21274,45.349861,45.34959,-0.5,0.0,1.0,0.0,0
0.0,2454970.25,0.471,3.408,346.3,2.64272,1.31,0.115,89.21,508.0,15.77,34.2,0.1082,11.5,3.0,3.0,-0.04,285.75146,41.33564,41.3358,0.0,0.0,1.0,0.0,0
0.0,2455043.183,1.6493917647058827,13.02,14446.435294117648,41.253982823529405,1310.1168235294117,0.7307847058823529,89.78470588235294,378.01176470588234,53.272588235294116,283.1291968235294,0.2524117647058824,110.76352941176471,1.0,1.0,-0.1063529411764706,295.55817,38.846802,38.84598,-0.1,0.0,0.0,0.0,1
1.0,2454964.993,0.106,1.63,57.6,3.04028,0.58,0.0236,89.16,1312.0,700.19,7.252,0.2075,14.8,1.0,1.0,-0.22,286.95206,38.960941,38.96142,6.36,0.0,1.0,0.0,1
1.0,2454965.0,0.136,1.8325,485.7,2.20679,32.54,0.0379,88.8,4379.0,86889.72,6.517,0.1778,48.6,1.0,1.0,0.07,286.9718,38.936481,38.938228,-3.72,0.0,1.0,0.0,1
1.0,2454964.998,0.343,1.75,526.2,2.18856,2.17,0.0244,86.98,1502.0,1200.85,6.5,0.2396,72.1,1.0,1.0,-0.14,286.97745,38.913261,38.913382,-5.26,0.0,1.0,0.0,1
1.0,2454964.847,0.491,2.1961,90.6,0.53422,2.04,0.0197,79.94,2870.0,15984.12,2.813,0.303,26.6,1.0,1.0,-0.1,290.33026,38.917721,38.91679,1.17,0.0,1.0,0.0,1
0.0,2454967.214,0.855,12.9395,9304.4,0.05848,58.37,0.293,87.3,902.0,156.74,18.137,0.1544,1070.3,1.0,1.0,0.34,289.61139,40.335838,40.3357863,-0.2166,0.0,1.0,0.0,1
0.0,2455007.952,0.5715388235294119,2.09,24954.73882352941,37.19070447058823,38.52952941176471,0.4455741176470588,89.61964705882353,450.0352941176471,24.736588235294118,178.2728117647059,0.23862235294117648,296.11764705882354,1.0,1.0,-0.1038823529411765,293.44922,40.326302,40.32584,1.5,0.0,0.0,0.0,1
0.0,2455046.359,0.5785094117647057,2.97,11128.109411764704,30.561126823529413,26.33270588235294,0.4699188235294118,89.7630588235294,443.21176470588233,23.311647058823528,177.4271105882353,0.23983647058823532,278.0435294117647,1.0,1.0,-0.1336470588235294,293.7785,40.3092,40.30999,-2.7,0.0,0.0,0.0,1
0.0,2454976.995,0.828,4.65559,78104.0,7.24119,34.8,0.3527,89.64,438.0,8.68,133.234,0.2916,2384.6,1.0,1.0,-0.22,295.18088,40.339882,40.3398804,0.0254,0.0,1.0,0.0,1
0.0,2455054.278,0.0219,2.36,248.2,196.1396,2.61,0.9426,89.95,401.0,6.09,965.0,0.3145,5.2,1.0,1.0,-0.36,297.74051,40.347881,40.34778,1.6,0.0,0.0,1.0,1
0.0,2455122.554,0.3168,15.474,326.6,1.2074,1.77,1.362,89.95,231.0,0.67,280.5,0.3032,11.0,1.0,1.0,-0.4,290.47375,41.627548,41.62785,6.7,0.0,0.0,1.0,1
0.0,2455038.503,0.6637,2.656,435.2,24.31622,1.68,0.4384,89.95,320.0,2.49,259.0,0.2683,6.0,1.0,1.0,-0.32,292.08868,41.602459,41.60204,1.3,0.0,0.0,1.0,1
0.0,2455094.168,0.6613,5.918,809.0,8.94525,2.29,1.093,89.95,199.0,0.37,459.0,0.2278,7.7,1.0,1.0,-0.2,292.48141,41.634289,41.63473,-2.0,0.0,0.0,1.0,1
0.0,2454974.075,0.0044,2.306,156.6,28.19559,1.22,0.2316,89.95,546.0,21.06,132.7,0.2924,5.7,1.0,1.0,-0.08,293.24936,41.659611,41.65835,0.5,0.0,0.0,1.0,1
1.0,2454965.543,0.568,2.892,49.7,0.33479,1.39,0.0272,80.67,2389.0,7676.02,3.5,0.3025,17.9,1.0,1.0,-0.58,293.37396,41.624859,41.62459,3.75,0.0,1.0,0.0,1
0.0,2455022.625,0.0726,1.708,355.7,178.06807,1.75,0.4248,89.95,412.0,6.84,457.0,0.3047,4.7,1.0,1.0,-0.5,293.54422,41.652641,41.6526,-1.6,0.0,0.0,1.0,1
0.0,2455142.841,0.3259,2.701,283.3,104.01533,2.8,0.8449,89.95,362.0,4.08,743.0,0.279,6.2,1.0,1.0,-0.02,283.16446,41.778519,41.77832,-0.8,0.0,0.0,1.0,1
0.0,2454976.815,0.927,4.163,355.8,0.13708,2.08,0.1087,85.38,636.0,38.6,11.51,0.1451,11.8,3.0,2.0,0.16,291.95999,44.900021,44.90005,0.9,0.0,1.0,0.0,0
0.0,2454965.065,1.208,5.968,3097.3,0.02718,44.76,0.024,32.66,2410.0,7985.65,1.435,0.3003,39.1,4.0,5.0,-1.54,289.74249,39.267059,39.265839,2.551,0.0,1.0,0.0,1
0.0,2454969.658,1.11,3.9071,60715.0,1.109,77.15,0.0796,86.11,1324.0,725.95,16.373,0.3003,262.6,4.0,1.0,-1.54,289.74249,39.267059,39.2645816,5.533,0.0,1.0,0.0,1
0.0,2454965.423,1.1,23.88,62160.0,0.01104,63.06,0.0344,40.96,1568.0,1429.81,1.4571,0.2868,468.4,1.0,2.0,-0.02,287.20685,40.003002,40.00282,-0.4,0.0,1.0,0.0,1
1.0,2454965.065,0.144,0.8463,29.3,8.03468,1.3,0.0149,88.42,3478.0,34528.16,5.200439,0.303,3.2,1.0,1.0,-0.14,299.90427,43.69495,43.69453,-6.4,1.0,0.0,0.0,1
0.0,2455108.498,0.981,34.146,5211.2,0.00661,71.79,0.7895,87.77,602.0,31.0,25.26,0.1874,161.3,1.0,1.0,-0.3,287.76627,42.32272,42.3227247,-0.0162,0.0,1.0,0.0,1
1.0,2454984.147,1.173,7.96,548.2,0.00608,20.81,0.155,77.78,645.0,40.87,5.54,0.2916,27.7,1.0,1.0,-0.2,297.82544,40.08799,40.08738,59.34,0.0,1.0,0.0,1
0.0,2455107.206,1.28,14.04,3658.0,0.09831,27.1,0.873,89.16,181.0,0.25,87.5,0.0722,11.2,1.0,1.0,-0.06,290.97659,38.996101,38.99813,1.9,0.0,1.0,0.0,1
0.0,2454964.767,0.549,3.45121,367100.0,0.64852,52.26,0.0113,74.92,1940.0,3324.98,2.1104,0.2665,1948.2,1.0,1.0,-0.62,291.05634,38.974411,38.974478,-0.00969,0.0,1.0,0.0,1
1.0,2454964.765,0.738,1.99,8.1,0.28455,1.08,0.0166,62.62,5313.0,188657.97,1.604,0.2885,13.9,1.0,1.0,0.07,291.06427,38.970661,43.62016938,-0.17156470588235298,0.0,1.0,0.0,1
0.0,2455353.86,0.226,5.077,372.7,30.99751,1.8,1.2046,89.95,224.0,0.59,735.0,0.2651,11.6,1.0,1.0,-0.04,292.13519,38.926491,38.92626,-1.3,0.0,0.0,1.0,1
0.0,2455161.727,1.341,3.4075,6824.0,9.38342,48.59,0.8311,89.78,265.0,1.16,350.0,0.2291,51.0,1.0,1.0,0.1,292.4649,38.907421,38.907433,0.2,0.0,1.0,0.0,1
0.0,2454982.0,0.4398,12.945,80.8,0.0757,1.56,0.1974,88.24,946.0,189.06,13.92,0.3363,16.4,1.0,1.0,-0.06,293.70566,38.95528,38.95541,0.07,0.0,0.0,1.0,1
1.0,2454967.407,0.512,2.246,73.5,2.12691,0.86,0.051,87.72,1151.0,415.52,12.85,0.2965,9.7,1.0,1.0,-0.28,293.93387,38.944839,38.9485,-87.9,0.0,1.0,0.0,1
0.0,2455402.539,0.4227894117647059,3.2,4693.622352941177,26.42646776470589,6.824823529411766,1.1617870588235297,89.81270588235294,281.5882352941176,3.191294117647059,446.2059176470588,0.25416352941176473,52.37411764705884,1.0,1.0,-0.17011764705882357,298.03879,40.324478,40.32479,2.6,0.0,0.0,0.0,1
0.0,2455158.042,0.0503,5.343,378.1,16.74457,2.2,0.8564,89.95,312.0,2.25,419.0,0.2991,11.5,1.0,1.0,-0.2,298.20096,40.392319,40.3926,-1.0,0.0,0.0,1.0,1
0.0,2454978.95,0.5586576470588235,1.77,27529.202352941174,6.7114992941176475,13.765529411764708,0.1373564705882353,88.52741176470587,675.0823529411765,67.18599999999999,37.61964588235295,0.2637376470588235,413.7011764705881,1.0,1.0,-0.1469411764705882,286.89532,40.46011,40.45976,2.2,0.0,0.0,0.0,1
0.0,2455035.776,0.4169,7.42,335.6,8.09444,1.86,1.1779,89.95,241.0,0.79,469.0,0.2921,7.9,1.0,1.0,-0.32,287.77182,40.448051,40.44791,0.4,0.0,0.0,1.0,1
0.0,2454964.838,9.666,4.43333,28325.0,4.78071,1447.13,0.0472,46.93,1656.0,1777.46,14.16,0.318,671.1,1.0,1.0,-0.24,288.27094,40.400421,40.40036658,0.0006,0.0,1.0,0.0,1
0.0,2455103.908,0.8176,3.603,393.7,25.82132,6.99,1.4891,89.95,323.0,2.57,814.0,0.188,7.6,1.0,1.0,-0.2,289.02536,40.422009,40.42209,-0.55,0.0,0.0,1.0,1
0.0,2455198.397,0.0666,16.91,102.9,0.83899,1.31,1.213,89.95,267.0,1.2,214.0,0.2671,12.2,1.0,1.0,0.18,290.74387,40.479488,40.47966,-0.5,0.0,0.0,1.0,1
0.0,2455101.31,0.1812,6.76,829.0,11.95474,1.4,0.8802,89.95,125.0,0.06,485.0,0.3307,6.4,1.0,1.0,-0.2,285.4115,41.715858,41.71529,0.2,0.0,0.0,1.0,1
0.0,2454965.39,0.3535423529411765,5.96,3338.9399999999996,51.868064,7.463764705882354,1.3586152941176473,89.9274117647059,254.6235294117647,1.801058823529412,570.6603529411765,0.26527411764705877,59.75294117647058,2.0,1.0,-0.13447058823529415,291.6535,41.741772,41.74183,0.1,0.0,0.0,0.0,1
1.0,2454965.786,0.778,11.137,106.8,0.01041,0.83,0.0551,71.66,875.0,138.45,2.473,0.2521,20.1,1.0,1.0,-0.36,291.82629,41.7173,41.71707,-0.04,0.0,1.0,0.0,1
0.0,2455008.473,0.161,5.892,367.8,1.96539,1.98,0.2447,89.85,492.0,13.83,61.25,0.186,13.7,1.0,1.0,0.18,284.22333,48.831772,48.83184,0.7,0.0,1.0,0.0,0
1.0,2454965.537,1.276,3.6641,2004.1,0.08154,29.6,0.0835,80.48,885.0,144.83,7.71,0.3052,71.6,1.0,1.0,-1.92,295.30209,40.069801,40.069572,-0.843,0.0,1.0,0.0,1
1.0,2454978.702,0.113,2.131,500.0,14.10552,1.96,0.121,89.89,685.0,51.98,56.44,0.2622,17.3,1.0,1.0,-0.04,295.36752,42.65678,42.60841,-16.12,0.0,1.0,0.0,1
0.0,2454965.211,0.431,5.25334,456780.0,13.2274,55.23,0.2569,89.8,409.0,6.63,126.024,0.2521,1363.9,1.0,1.0,-0.38,291.70251,50.863491,50.86353141,0.1332,0.0,1.0,0.0,1
0.0,2454972.954,0.528,5.46939,376650.0,2.05585,65.42,0.095,88.69,836.0,115.48,23.161,0.2916,2402.0,1.0,1.0,-0.2,282.38327,48.042782,48.04284802,-0.2483,0.0,1.0,0.0,1
1.0,2454965.794,0.077,3.297,287.7,3.84152,1.18,0.1096,89.88,536.0,19.54,36.92,0.1142,11.2,1.0,1.0,-0.06,290.46207,48.699551,48.699308,5.15,0.0,1.0,0.0,1
0.0,2454969.586,0.978,9.029,114900.0,1.26611,73.06,0.3767,89.21,601.0,30.85,71.1,0.33,155.5,1.0,1.0,-0.24,295.69751,38.902,38.9019805,0.0243,0.0,1.0,0.0,1
0.0,2455092.913,0.5987,5.069,196.3,9.99062,3.09,0.9306,89.95,443.0,9.13,348.0,0.3163,14.2,1.0,1.0,-0.22,287.40594,39.020889,39.02147,-0.31,0.0,0.0,1.0,1
0.0,2454966.365,0.723,8.3582,127960.0,0.15843,58.09,0.0651,84.19,1152.0,416.15,7.1362,0.2544,304.2,1.0,1.0,-0.32,291.17975,39.099651,39.0996355,-0.1046,0.0,1.0,0.0,1
1.0,2455025.772,0.8765,17.722,418.7,0.10069,2.64,1.1341,89.38,265.0,1.17,103.9,0.2982,19.5,1.0,1.0,-0.38,291.21167,39.093189,39.0935,0.6,0.0,0.0,1.0,1
1.0,2454988.024,0.655,12.17,354.5,0.05776,1.04,0.143,87.05,409.0,6.62,12.72,0.3071,13.1,1.0,1.0,-1.32,293.6925,39.022141,39.02296,2.9,0.0,1.0,0.0,1
1.0,2455000.485,0.3531,12.8,74.3,0.72044,1.08,0.7188,89.95,354.0,3.71,119.9,0.2943,6.8,1.0,1.0,0.04,294.33981,39.07333,39.07395,-3.4,0.0,0.0,1.0,1
0.0,2455152.129,0.1616,17.72,193.2,0.58617,1.44,1.041,89.95,267.0,1.21,166.7,0.2949,12.3,1.0,1.0,-0.18,283.8996,45.724232,45.72467,1.2,0.0,0.0,1.0,1
0.0,2454965.53,0.178,48.182,512.0,0.00649,34.61,0.525,89.24,1254.0,584.49,13.5,0.2414,33.5,1.0,1.0,-0.5,285.50418,45.713482,45.71518,-5.9,0.0,1.0,0.0,1
0.0,2455021.455,0.0868,8.618,1210.0,8.23524,2.92,1.2875,89.95,194.0,0.33,524.6,0.225,11.4,1.0,1.0,-0.04,287.4462,45.794739,45.7953,0.5,0.0,0.0,1.0,1
0.0,2455062.869,0.4594,1.951,1043.0,104.82532,2.52,0.4457,89.95,308.0,2.13,425.0,0.2167,6.6,1.0,1.0,-0.14,288.9707,45.732079,45.73196,-0.6,0.0,0.0,1.0,1
1.0,2454975.511,0.089,2.395,229.4,15.56835,1.28,0.1602,89.94,574.0,25.69,79.3,0.2711,10.5,1.0,1.0,-0.16,283.02139,47.259651,47.26231,3.87,0.0,1.0,0.0,1
0.0,2454964.742,0.831,5.79293,185130.0,0.17204,96.19,0.0244,69.51,2441.0,8380.25,2.3751,0.318,8755.2,1.0,1.0,-0.24,283.8663,47.228271,47.22822203,0.21399,0.0,1.0,0.0,1
0.0,2455212.145,0.1243,3.874,535.2,56.22979,2.09,1.0083,89.95,249.0,0.91,744.1,0.2887,14.9,1.0,1.0,-0.2,289.41861,47.291889,47.29116,-1.1,0.0,0.0,1.0,1
0.0,2455327.929,0.0033,3.399,241.0,101.8148,2.93,1.1956,89.95,356.0,3.8,1035.6,0.3017,9.9,1.0,1.0,-0.52,292.12549,47.221966,47.22209,-0.22,0.0,0.0,1.0,1
0.0,2455010.57,0.5181,1.923,195.7,88.13203,1.37,0.4607,89.95,386.0,5.23,389.0,0.2949,5.2,1.0,1.0,-0.18,297.09702,47.223492,47.22357,0.5,0.0,0.0,1.0,1
0.0,2455079.074,1.7127576470588235,2.38,12258.049411764707,60.362957647058806,1312.410823529412,0.71544,89.74035294117647,381.6235294117647,53.96035294117646,331.3270117647059,0.24931999999999999,128.64235294117645,1.0,1.0,-0.1536470588235294,280.35217,43.293671,43.29258,-2.7,0.0,0.0,0.0,1
0.0,2455172.472,0.35,1.813,154.2,278.30719,1.09,0.7177,89.95,301.0,1.93,920.0,0.3106,6.1,1.0,1.0,-0.62,286.03711,43.20401,43.20353,-0.7,0.0,0.0,1.0,1
0.0,2455257.87,0.43333529411764704,3.64,35074.31764705882,45.13764835294117,12.194,1.0634623529411764,89.85,303.4235294117647,5.409882352941176,404.7934117647059,0.26637058823529414,21.901176470588236,1.0,1.0,-0.19835294117647062,288.63306,43.205311,43.20489,1.8,0.0,0.0,0.0,1
0.0,2454966.862,1.281,2.6311,3364.7,0.10645,50.53,0.0361,66.39,1706.0,1997.33,3.2,0.3023,108.6,1.0,1.0,-0.24,288.91037,43.21846,43.218382,-0.13,0.0,1.0,0.0,1
0.0,2454980.801,0.548029411764706,2.35,9757.861176470587,32.781312588235295,36.22729411764705,0.3942658823529412,89.6004705882353,466.15294117647056,18.98035294117647,155.65078470588236,0.26401529411764707,123.71529411764705,1.0,1.0,-0.118,294.93484,43.21283,43.21346,-0.6,0.0,0.0,0.0,1
0.0,2454978.146,0.4900047058823529,2.63,3477.236470588235,41.23308435294117,33.623647058823536,0.42564470588235287,89.67999999999999,457.2823529411765,17.204470588235292,179.21540823529415,0.2581105882352941,92.40235294117647,1.0,1.0,-0.08764705882352943,295.30634,43.24958,43.24964,-4.4,0.0,0.0,0.0,1
0.0,2455031.947,1.04,4.65625,24418.0,2.45211,29.56,0.3362,89.31,455.0,10.1,86.23,0.2916,2148.6,1.0,1.0,-0.18,296.83002,44.549149,44.54913843,-0.1297,0.0,1.0,0.0,1
0.0,2455166.481,0.1609,4.35,245.0,60.75671,2.2,1.4136,89.95,289.0,1.65,1039.0,0.3086,10.7,1.0,1.0,-0.48,296.94693,44.553761,44.55329,-1.9,0.0,0.0,1.0,1
0.0,2455061.296,0.3058,4.245,1360.0,59.1899,2.54,1.1841,89.95,150.0,0.12,993.0,0.0891,6.7,1.0,1.0,0.26,298.51447,44.500278,44.50048,0.6,0.0,0.0,1.0,1
0.0,2454990.097,0.6066,3.17,165.1,19.27796,1.42,0.5264,89.95,380.0,4.93,267.0,0.2937,6.3,1.0,1.0,-0.06,283.7251,44.67886,44.67829,0.5,0.0,0.0,1.0,1
0.0,2455118.017,0.4579,3.89,181.4,56.37023,4.68,1.6405,89.95,498.0,14.53,946.0,0.3053,5.3,1.0,1.0,-0.04,300.35648,45.737091,45.73761,-0.4,0.0,0.0,1.0,1
0.0,2455054.345,0.2266,2.904,878.0,59.35321,39.78,0.8738,89.95,878.0,140.73,452.0,0.1792,7.7,1.0,1.0,0.07,297.29742,45.881748,45.8818,0.24,0.0,0.0,1.0,1
0.0,2455073.274,0.2991,7.937,363.0,6.90786,4.7,1.2223,89.95,386.0,5.25,417.0,0.3003,13.2,1.0,1.0,-0.42,298.73535,45.863979,45.86404,-0.74,0.0,0.0,1.0,1
0.0,2455098.143,0.049,12.91,1659.0,1.00221,9.57,0.7724,89.95,466.0,11.15,140.9,0.2965,10.6,1.0,1.0,-0.46,300.42334,45.886761,45.886884,0.61,0.0,0.0,1.0,1
1.0,2454967.97,1.225,25.93,611.2,0.00154,25.74,0.059,18.43,1038.0,274.55,1.291,0.2868,57.0,1.0,1.0,0.0,298.55719,47.251991,47.25242,-6.03,0.0,1.0,0.0,1
0.0,2454982.173,0.4881917647058823,2.21,9816.181176470589,32.43538964705882,15.84647058823529,0.627555294117647,89.64647058823529,397.1294117647059,14.078235294117645,202.0612,0.26477529411764705,119.40117647058824,1.0,1.0,-0.1068235294117647,288.77939,47.344372,47.34428,0.8,0.0,0.0,0.0,1
0.0,2455101.684,1.5240399999999998,2.37,11557.26588235294,57.0588551764706,1303.9128235294118,0.6989247058823529,89.63658823529411,413.2352941176471,56.28070588235294,316.3757176470588,0.2636047058823529,128.7058823529412,1.0,1.0,-0.13658823529411762,298.01306,47.325008,47.32567,1.3,0.0,0.0,0.0,1
1.0,2454991.839,0.2029,3.471,187.3,7.90007,1.5,0.2312,89.95,591.0,28.85,87.6,0.2989,9.2,1.0,1.0,-0.16,281.5239,47.474751,47.47473,5.5,0.0,0.0,1.0,1
0.0,2454991.529,1.046,5.68713,87057.0,1.68462,56.45,0.1957,88.61,639.0,39.44,43.225,0.302,2858.1,1.0,1.0,-0.14,282.19702,47.419579,47.41962081,-0.3859,0.0,1.0,0.0,1
0.0,2454977.698,1.267,4.2546,9471.7,0.75186,56.41,0.2069,88.06,635.0,38.4,37.3,0.2736,124.1,1.0,1.0,-0.16,280.1925,43.302479,43.302343,-1.4,0.0,1.0,0.0,1
0.0,2455196.714,0.876,4.8732,156140.0,66.67567,48.18,1.1601,89.95,217.0,0.52,922.9,0.2711,584.6,1.0,1.0,-0.2,288.74359,43.351089,43.351108,0.29,0.0,1.0,0.0,1
1.0,2454965.093,1.265,4.8361,1282.0,0.02706,26.56,0.0247,31.33,1448.0,1037.46,1.481,0.2787,142.7,1.0,1.0,-0.36,297.25482,43.308979,43.294936,47.2,0.0,1.0,0.0,1
0.0,2455063.257,20.7849,3.85,26456.0,668.9823,1169.79,0.6442,88.81,159.0,0.15,1315.0,0.2616,59.9,1.0,1.0,-0.2,285.70206,44.686989,44.68749,0.1,0.0,0.0,1.0,1
0.0,2454975.665,0.5546176470588235,2.67,10164.740000000002,28.78486247058824,39.38117647058823,0.5000070588235294,89.708,465.0705882352941,23.571764705882348,185.1302588235294,0.25225647058823525,150.80823529411765,1.0,1.0,-0.05200000000000001,286.20068,44.64772,44.64772,0.4,0.0,0.0,0.0,1
0.0,2455160.518,0.5739,6.67,853.0,8.55051,2.18,1.1213,89.95,187.0,0.29,474.0,0.2159,5.6,1.0,1.0,-0.28,286.28214,44.6651,44.66609,1.1,0.0,0.0,1.0,1
0.0,2455037.042,0.1952,9.346,585.1,6.71109,2.03,1.4249,89.95,192.0,0.32,527.6,0.2557,10.2,1.0,1.0,-0.1,286.78064,44.615559,44.6156,0.6,0.0,0.0,1.0,1
1.0,2454964.726,1.181,3.211,264.8,0.0357,18.7,0.0201,23.33,1696.0,1958.71,1.286,0.2711,70.9,1.0,1.0,-0.18,288.92142,44.635181,44.63476,-2.92,0.0,1.0,0.0,1
1.0,2454970.501,0.028,1.881,706.7,12.95419,1.45,0.073,89.96,456.0,10.25,39.67,0.0767,12.4,1.0,1.0,0.56,284.92264,45.973461,45.97264,-1.72,0.0,1.0,0.0,1
1.0,2454999.585,0.981,7.229,603.3,0.06047,3.39,0.3581,87.89,406.0,6.46,26.7,0.2602,19.0,1.0,1.0,0.07,287.25195,45.9529,45.95025,41.15,0.0,1.0,0.0,1
